7.513, -1.0, 1.0, 257.0, 2.18, -5.06, -114.17, 138.0, -433.0, -281.0, -113.0, -906.0, 7269.0
7.532, -1.0, 1.0, 256.0, 2.19, -5.05, -114.35, 138.0, -433.0, -278.0, -113.0, -906.0, 7269.0
7.553, -1.0, 1.0, 257.0, 2.19, -5.03, -114.52, 137.0, -432.0, -280.0, -113.0, -906.0, 7269.0
7.574, -1.0, 0.0, 257.0, 2.19, -5.02, -114.68, 136.0, -433.0, -280.0, -122.0, -900.0, 7374.0
7.592, -1.0, 1.0, 257.0, 2.16, -5.0, -114.85, 136.0, -432.0, -281.0, -122.0, -900.0, 7374.0
7.612, -1.0, 1.0, 257.0, 2.17, -5.0, -115.01, 137.0, -435.0, -280.0, -122.0, -900.0, 7374.0
7.632, 0.0, 1.0, 257.0, 2.17, -4.99, -115.16, 136.0, -435.0, -280.0, -122.0, -900.0, 7374.0
7.652, 0.0, 1.0, 256.0, 2.17, -5.0, -115.32, 137.0, -433.0, -281.0, -122.0, -900.0, 7374.0
7.672, 0.0, 1.0, 257.0, 2.17, -5.01, -115.47, 137.0, -435.0, -280.0, -122.0, -900.0, 7374.0
7.694, -1.0, 1.0, 257.0, 2.17, -5.02, -115.61, 137.0, -433.0, -280.0, -120.0, -935.0, 7310.0
7.712, -1.0, 1.0, 256.0, 2.17, -5.01, -115.76, 138.0, -435.0, -280.0, -120.0, -935.0, 7310.0
7.732, -1.0, 1.0, 257.0, 2.17, -4.99, -115.9, 137.0, -434.0, -280.0, -120.0, -935.0, 7310.0
7.752, 0.0, 1.0, 256.0, 2.17, -4.98, -116.03, 136.0, -434.0, -279.0, -120.0, -935.0, 7310.0
7.772, -1.0, 0.0, 257.0, 2.17, -4.99, -116.16, 136.0, -433.0, -280.0, -120.0, -935.0, 7310.0
7.792, 0.0, 0.0, 257.0, 2.15, -4.97, -116.29, 136.0, -433.0, -281.0, -120.0, -935.0, 7310.0
7.814, -1.0, 1.0, 257.0, 2.12, -4.98, -116.42, 135.0, -432.0, -278.0, -95.0, -932.0, 7333.0
7.832, -1.0, 1.0, 257.0, 2.12, -4.97, -116.53, 135.0, -432.0, -279.0, -95.0, -932.0, 7333.0
7.853, -1.0, 0.0, 257.0, 2.13, -4.95, -116.65, 137.0, -431.0, -281.0, -95.0, -932.0, 7333.0
7.872, -1.0, 1.0, 257.0, 2.11, -4.94, -116.76, 137.0, -435.0, -280.0, -95.0, -932.0, 7333.0
7.892, 0.0, 0.0, 257.0, 2.11, -4.93, -116.87, 136.0, -432.0, -279.0, -95.0, -932.0, 7333.0
7.912, -1.0, 1.0, 257.0, 2.09, -4.95, -116.97, 137.0, -436.0, -280.0, -95.0, -932.0, 7333.0
7.934, 0.0, 1.0, 256.0, 2.1, -4.93, -117.07, 137.0, -431.0, -279.0, -108.0, -951.0, 7313.0
7.952, -1.0, 1.0, 257.0, 2.1, -4.94, -117.18, 137.0, -434.0, -280.0, -108.0, -951.0, 7313.0
7.972, 0.0, 1.0, 258.0, 2.11, -4.93, -117.28, 137.0, -432.0, -278.0, -108.0, -951.0, 7313.0
7.992, 0.0, 1.0, 257.0, 2.11, -4.94, -117.38, 136.0, -433.0, -279.0, -108.0, -951.0, 7313.0
8.012, -1.0, 1.0, 257.0, 2.12, -4.95, -117.48, 139.0, -433.0, -281.0, -108.0, -951.0, 7313.0
8.032, 0.0, 1.0, 257.0, 2.12, -4.93, -117.57, 136.0, -434.0, -278.0, -108.0, -951.0, 7313.0
8.054, -1.0, 1.0, 257.0, 2.12, -4.94, -117.66, 136.0, -433.0, -279.0, -108.0, -950.0, 7360.0
8.072, -1.0, 1.0, 257.0, 2.12, -4.92, -117.75, 137.0, -432.0, -279.0, -108.0, -950.0, 7360.0
8.092, -1.0, 1.0, 257.0, 2.12, -4.91, -117.84, 136.0, -433.0, -280.0, -108.0, -950.0, 7360.0
8.112, -1.0, 1.0, 257.0, 2.12, -4.89, -117.93, 136.0, -433.0, -280.0, -108.0, -950.0, 7360.0
8.132, -1.0, 1.0, 257.0, 2.12, -4.88, -118.02, 136.0, -433.0, -280.0, -108.0, -950.0, 7360.0
8.153, -1.0, 1.0, 257.0, 2.12, -4.87, -118.1, 137.0, -436.0, -281.0, -108.0, -950.0, 7360.0
8.174, -2.0, 1.0, 257.0, 2.12, -4.86, -118.19, 136.0, -433.0, -281.0, -117.0, -964.0, 7385.0
8.193, -1.0, 1.0, 255.0, 2.13, -4.83, -118.27, 139.0, -436.0, -280.0, -117.0, -964.0, 7385.0
8.212, -1.0, 1.0, 257.0, 2.13, -4.83, -118.35, 137.0, -434.0, -278.0, -117.0, -964.0, 7385.0
8.232, -1.0, 1.0, 257.0, 2.12, -4.82, -118.43, 136.0, -433.0, -280.0, -117.0, -964.0, 7385.0
8.252, -1.0, 1.0, 257.0, 2.12, -4.81, -118.5, 135.0, -434.0, -280.0, -117.0, -964.0, 7385.0
8.272, -1.0, 1.0, 257.0, 2.12, -4.81, -118.58, 137.0, -435.0, -281.0, -117.0, -964.0, 7385.0
8.294, -1.0, 1.0, 257.0, 2.12, -4.8, -118.65, 138.0, -434.0, -278.0, -114.0, -921.0, 7298.0
8.312, -1.0, 1.0, 257.0, 2.12, -4.79, -118.72, 137.0, -434.0, -281.0, -114.0, -921.0, 7298.0
8.332, -1.0, 1.0, 257.0, 2.12, -4.79, -118.78, 136.0, -435.0, -279.0, -114.0, -921.0, 7298.0
8.352, -1.0, 1.0, 257.0, 2.11, -4.78, -118.84, 135.0, -434.0, -281.0, -114.0, -921.0, 7298.0
8.372, -1.0, 1.0, 257.0, 2.11, -4.77, -118.9, 137.0, -433.0, -280.0, -114.0, -921.0, 7298.0
8.392, -1.0, 1.0, 257.0, 2.11, -4.77, -118.96, 136.0, -433.0, -280.0, -114.0, -921.0, 7298.0
